domain,content,symptom,disease_name,source_filename
1,"1. 망막중심동맥폐쇄는 통증 없이 갑작스럽게 시력이 심각하게 저하되는 것이 주요 증상입니다. 2. 망막은 창백하고 혼탁해지며, 중심오목 부위는 앵두반점(cherry-red spot)으로 관찰됩니다. 이는 중심오목 부위의 망막 두께가 얇아 색소상피와 맥락막의 붉은색이 비쳐 보이기 때문입니다. 3. 혈관의 박동이 관찰되지 않으며, 직접대광반사는 소실되지만 간접대광반사는 정상적으로 유지됩니다. 4. 이 질환은 주로 남성에서 발생하며, 60대 환자에서 흔히 나타납니다. 대부분의 환자들은 이전에 일과성 흑암시(일시적인 시야 상실) 병력을 가지고 있습니다. 5. 안저검사에서 초기 2~3시간 후에는 망막이 혼탁해지고 동맥이 가늘어지며, cherry-red spot이 명확히 관찰됩니다. 6. 4~6주가 지나면 망막의 혼탁은 회복됩니다. 7. 폐쇄된 범위에 따라 망막정맥폐쇄는 두 가지로 나뉩니다. Branch retinal vein occlusion(분지망막정맥폐쇄)의 경우 시력이 보존될 수 있지만, Central retinal vein occlusion(중심망막정맥폐쇄)의 경우 광각무 실명(완전 실명)이 발생할 수 있습니다.",시력이 심각하게 저하|일시적인 시야 상실,망막중심동맥폐쇄|분지망막정맥폐쇄|중심망막정맥폐쇄|완전 실명,cid_21492_1.json
1,"망막중심동맥폐쇄는 안과적 초응급 상황으로 간주되며, 발병 후 6~8시간 이내에 혈액 순환을 회복하지 못하면 실명에 이를 수 있습니다. 1) 치료 방법으로는 앞방천자(Anterior chamber paracentesis)를 시행하거나, 안구 마사지를 통해 안압을 낮추고 혈류를 개선하려는 시도가 이루어질 수 있습니다. 또한 항응고제나 혈관확장제를 사용하기도 하지만, 이들의 효과는 명확히 입증되지 않았습니다. 2) 급성인 경우에는 안동맥을 통해 혈전용해제를 직접 투여하는 방법이 고려될 수 있습니다.",시야 흐림,망막중심동맥폐쇄,cid_21493_1.json
1,"1. 비증식당뇨망막병증의 초기 증상으로는 망막 정맥의 확장과 미세혈관자루(microaneurysm)가 관찰됩니다. 2. 망막출혈은 점모양(dot-shaped) 또는 불꽃 모양(flame-shaped)으로 나타날 수 있습니다. 3. 모세혈관 폐쇄가 발생한 부위에서는 면화반(cotton-wool patch)과 미세혈관자루가 다수 발견됩니다. 4. 면화반은 솜털 모양의 불규칙한 경계를 가지며, 주로 망막 후극부에서 발생합니다. 이는 망막 소동맥의 급성 폐쇄로 인해 신경섬유층에서 허혈성 경색과 괴사가 발생한 결과입니다. 안저 소견 1. 미세혈관류(Microaneurysm)는 망막 모세혈관의 부분적인 원형 확장으로, 크기가 125μm 이하이며 시신경유두 정맥의 두께와 비교됩니다. 점상 출혈(dot hemorrhage)과 구분하기 어려우며, grading 시 동일하게 평가됩니다. 2. 망막출혈(retinal hemorrhage)은 점모양 또는 불꽃 모양으로 나타납니다. 3. 경성 삼출물(Hard exudate, HE)은 황반 부위에 나타날 수 있으나, 이는 증식당뇨망막병증(PDR)의 진행 위험성과는 직접적인 상관관계가 없습니다. 그러나 황반의 경성 삼출물은 황반부종(ME)과 동반되며, 시력 손상의 위험과 관련이 있습니다. 4. 연성 삼출물(면화반)은 세동맥 폐쇄 후 허혈 부위에서 축삭질 이동의 장애로 인해 축삭 부종이 발생한 결과입니다. 5. 망막내미세혈관이상(IRMA)은 신생혈관(NVE)의 약 70%가 IRMA가 있던 자리에서 발생하며, 이는 증식당뇨망막병증(PDR)으로 진행할 가능성을 예측하는 데 중요한 소견입니다. 6. 염주정맥(Venous beeding)은 단일 소견 중에서 증식당뇨망막병증(PDR)으로 진행할 가능성과 가장 큰 연관성을 보입니다. 7. 정맥고리(Venous looping)는 망막 정맥의 비정상적인 고리 형태를 말합니다.",망막 정맥의 확장|미세혈관자루|면화반|점모양 출혈|불꽃 모양 출혈|솜털 모양의 불규칙한 경계|허혈성 경색|괴사|점모양 출혈|불꽃 모양 출혈|허혈성 경색|괴사|허혈성 경색|괴사|점모양 출혈|불꽃 모양 출혈|허혈성 경색|괴사,증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망막병증|당뇨병성 망종증|백내장|증식당뇨망증,cid_21494_1.json
1,"1. 비증식당뇨망막병증의 진단을 위해 형광안저촬영술(FAG)을 시행합니다. 2. 초기 정맥기에서는 형광 물질이 혈관 내로 충만되는 소견이 관찰됩니다. 3. 과형광 반점이 나타나며, 이는 혈관의 투과성이 증가했음을 시사합니다. 4. 후기 단계에서는 형광 물질이 혈관 밖으로 누출되는 소견이 보이며, 이는 황반부종의 주요 원인으로 작용합니다. 5. 형광차단 소견은 망막 내 출혈이나 기타 병변으로 인해 형광 물질이 차단되는 현상을 의미합니다. 6. 이러한 소견들은 증식당뇨망막병증(PDR)으로 진행할 가능성을 예측하는 데 중요한 임상적 의의를 가집니다. 7. 또한, 황반부종의 원인을 파악하고, 초기 변화 단계에서 질환을 진단하는 데 필수적인 정보를 제공합니다.",,,cid_21495_1.json
1,"1. 비증식당뇨망막병증의 치료에서 가장 중요한 것은 철저한 당 조절입니다. 당뇨병 초기 단계에서 철저히 혈당을 관리하면 망막병증의 발생을 지연시킬 수 있습니다. 그러나 일단 망막병증이 발생한 이후에는 그 진행을 완전히 막을 수는 없으며, 철저한 당 조절을 통해 진행 속도를 늦출 수 있습니다. 2. 황반부종으로 인해 시력이 저하된 경우에는 광응고술을 시행하거나, 스테로이드 또는 항혈관내피세포성장인자(anti-VEGF)를 유리체 내로 주사하여 치료를 진행합니다. 3. 안저검사는 망막병증의 진행 상태에 따라 주기적으로 시행해야 합니다. 망막병증이 없는 당뇨 환자는 1년에 한 번 검사를 받아야 하며, 심하지 않은 비증식망막병증 환자는 6개월에 한 번 검사를 권장합니다. 망막병증이 심하거나 황반부종이 있는 환자는 2~4개월에 한 번 검사를 받아야 하며, 임신 중인 경우에는 3개월에 한 번, 더 자주 검사가 필요할 수 있습니다.",시력 저하|황반부종,당뇨병 초기 단계|당뇨병|망막병증|황반부종,cid_21496_1.json
1,"1. 허혈형 망막중심정맥폐쇄는 시력 저하가 심각하며, 예후가 매우 불량합니다. 2. 망막 전반에 걸쳐 광범위한 출혈이 관찰되며, 황반 부종이 동반됩니다. 3. 망막정맥은 비정상적으로 심하게 확장되고, 구불구불한 형태를 보입니다. 4. 망막에는 다수의 면화반이 나타나며, 심한 유두부종이 동반됩니다. 5. 안저 소견에서는 유두를 중심으로 방사형으로 퍼진 붉은 출혈이 마치 붓질한 것처럼 보입니다.",시력 저하|붓질한 것처럼 보이는 붉은 출혈|유두부종,허혈형 망막중심정맥폐쇄,cid_21497_1.json
1,"1) 비허혈형 망막중심정맥폐쇄에서는 시력 저하가 경미하게 나타나며, 비교적 예후가 양호한 경과를 보입니다. 2) 망막 전반에 걸쳐 출혈이 관찰되며, 황반 부종이 동반될 수 있습니다. 3) 망막정맥의 확장은 경미한 정도로 나타나며, 면화반과 유두부종 또한 경미하게 관찰됩니다.",시력 저하|황반 부종|면화반|유두부종,비허혈형 망막중심정맥폐쇄,cid_21499_1.json
1,"망막중심정맥폐쇄로 인해 홍채와 망막에 신생혈관이 발생할 수 있습니다. 이러한 신생혈관은 유리체 출혈을 유발할 수 있으며, 이로 인해 시야가 흐려지거나 시력 저하가 발생할 수 있습니다. 또한, 망막색소상피의 변성이 진행될 수 있으며, 이는 망막의 정상적인 기능을 방해하여 시력 손상을 초래할 수 있습니다. 더 나아가 망막 위축이 발생할 경우, 망막 조직의 손상이 심화되어 영구적인 시력 장애로 이어질 가능성이 있습니다.",시야 흐림|시력 저하|영구적인 시력 장애,망막중심정맥폐쇄|당뇨병성 망종증,cid_21500_1.json
1,망막중심정맥폐쇄(CRVO) 환자에서 기저질환을 진단하고 치료하는 것이 중요합니다. 홍채에서 신생혈관이 생성되는 것을 억제하기 위해 범망막광응고술(PRP)을 시행합니다.,,망막중심정맥폐쇄|백내장,cid_21501_1.json
1,"1) 망막분지정맥폐쇄는 중심정맥폐쇄보다 더 자주 발생합니다. 2) 주로 귀쪽 위의 동정맥 교차 부위에서 발생하는 경향이 있습니다. 3) 폐쇄된 정맥은 확장되며 구불구불한 형태를 보입니다. 4) 망막에서는 출혈, 면화반, 미세혈관자루, 그리고 망막부종이 관찰됩니다. 5) 형광안저촬영에서는 모세혈관의 누출과 비관류 영역이 확인됩니다.",출혈|면화반|미세혈관자루|망막부종,망막분지정맥폐쇄|중심정맥폐쇄,cid_21502_1.json
1,"망막분지정맥폐쇄가 발생하여 황반을 침범한 경우, 중심 시력이 저하될 수 있습니다. 또한, 망막혈관신생이 동반될 경우 유리체 출혈이 발생할 위험이 있습니다.",시력 저하,망막분지정맥폐쇄|망막혈관신생|유리체 출혈,cid_21503_1.json
1,"망막분지정맥폐쇄의 치료 방법으로는 유리체 내 스테로이드 주입이 사용될 수 있습니다. 또한, 항혈관내피세포성장인자(anti-VEGF) 주사를 통해 혈관 신생과 부종을 억제하는 치료가 시행될 수 있습니다. 이와 함께, 격자모양 광응고술을 통해 망막의 비관류 영역을 치료하는 방법도 적용될 수 있습니다.",,망막분지정맥폐쇄,cid_21504_1.json
1,"망막정맥폐쇄는 주로 한쪽 눈에 발생하는 질환으로, 고혈압, 죽상동맥경화증, 당뇨병과 같은 기저질환을 가진 환자에서 흔히 나타납니다. 이 질환은 시력 상실을 유발할 수 있는 망막혈관질환 중에서 당뇨망막병증 다음으로 두 번째로 흔한 질환입니다.",,망막정맥폐쇄|당뇨망막병증|고혈압|죽상동맥경화증|당뇨병,cid_21506_1.json
1,"망막정맥폐쇄는 크게 두 가지로 분류됩니다. 첫 번째는 망막중심정맥폐쇄(Central Retinal Vein Occlusion)이며, 두 번째는 망막분지정맥폐쇄(Branch Retinal Vein Occlusion)입니다.",,,cid_21507_1.json
1,"망막정맥폐쇄의 유병률은 약 0.7%에서 1.6%로 보고됩니다. 전 세계적으로 약 1600만 명이 이 질환을 앓고 있는 것으로 추정됩니다. 남성에서 여성보다 약간 더 흔하게 발생하며, 남성과 여성의 비율은 1.2:1입니다.",,망막정맥폐쇄,cid_21508_1.json
1,"1. 혈관신생이 나타나는 경우 이를 증식당뇨망막병증이라고 정의합니다. 2. 신생혈관은 매우 약하며, 이를 지지하는 조직이 쉽게 파열될 수 있고, 혈관에서 누출이 많이 발생합니다. 3. 신생혈관과 함께 섬유 조직의 증식이 동반됩니다. 4. 뒤유리체 박리가 발생하면 유리체 출혈, 망막층간분리, 견인망막박리, 열공망막박리와 같은 합병증이 나타날 수 있습니다.",유리체 출혈|망막층간분리|견인망막박리|열공망막박리,증식당뇨망막병증,cid_21511_1.json
1,"망막이 허혈 상태에 빠지게 되면 혈관신생인자(angiogenic factor), 특히 혈관내피세포성장인자(VEGF)가 생성됩니다. 이로 인해 새로운 혈관이 형성되는 혈관신생이 나타납니다. 1) 시신경유두 부위에서 신생혈관이 발생하는 경우를 시신경유두 신생혈관(neovascularization on disc, NVD)이라고 합니다. 2) 망막의 다른 부위에서 신생혈관이 발생하는 경우를 기타 부위 신생혈관(neovascularization elsewhere, NVE)이라고 합니다.",,"망막신생혈관(neovascularization on disc, NVD)|망막신생혈관(neovascularization elsewhere, NVE)",cid_21512_1.json
1,"증식당뇨망막병증(Proliferative diabetic retinopathy)은 당뇨병으로 인해 망막에 새로운 비정상적인 혈관이 형성되는 질환입니다. 이 비정상적인 신생혈관은 매우 약하고 쉽게 파열될 수 있어 유리체 출혈(vitreal hemorrhage)을 유발할 수 있습니다. 유리체 출혈은 눈 속 유리체에 혈액이 고이는 상태로, 시야가 흐려지거나 심한 경우 시력을 상실할 수 있습니다. 또한, 신생혈관과 함께 형성된 섬유조직이 수축하면서 망막을 당기게 되어 견인성 망막박리(retinal detachment)가 발생할 수 있습니다. 망막박리는 망막이 정상 위치에서 분리되는 상태로, 치료하지 않을 경우 영구적인 시력 손실로 이어질 수 있습니다.",시야 흐림,증식당뇨망막병증|유리체 출혈|견인성 망막박리,cid_21514_1.json
1,"1) 범망막광응고술은 실명을 완전히 예방할 수는 없지만, 치료하지 않을 경우에 비해 시력의 심각한 손실을 50% 이상 줄이는 효과가 있습니다. 2) 유리체출혈이나 견인망막박리가 발생한 경우에는 유리체절제술과 망막앞막을 제거하는 수술이 필요합니다.",,,cid_21515_1.json
1,"1. 고혈압 망막병증의 주요 원인 중 하나는 본태성 고혈압이며, 이는 가장 흔한 원인으로 알려져 있습니다. 2. 이차적 고혈압도 고혈압 망막병증의 원인이 될 수 있으며, 만성 사구체신염, 임신중독증, 갈색세포종과 같은 질환들이 이에 해당합니다. 3. 본태성 고혈압은 세동맥의 근육섬유가 비후되는 과정을 유발하며, 이로 인해 혈관 내막의 섬유조직이 증식하고 혈관벽이 두꺼워지게 됩니다. 4. 혈압이 지속적으로 상승하면 혈관 내피세포가 손상되고, 이로 인해 혈액 성분이 혈관 밖으로 누출되는 현상이 발생할 수 있습니다. 5. 고혈압의 초기 단계에서는 동맥이 전반적으로 가늘어지는 양상이 관찰됩니다. 6. 확장기 혈압이 110 mmHg 이상으로 상승하면, 동맥의 국소적인 가늘어짐이 나타날 수 있습니다.",,고혈압 망막병증|본태성 고혈압|이차적 고혈압|만성 사구체신염|임신중독증|갈색세포종|고혈압,cid_21516_1.json
1,"1. 제1기 고혈압성 망막병증에서는 경도의 세동맥 가늘어짐이 관찰되며, 혈압의 변화가 심하게 나타납니다. 2. 제2기에서는 전반적인 동맥의 가늘어짐이 관찰되고, 동맥 경화 현상이 더욱 뚜렷해지며, 혈압은 상당히 높은 상태를 보입니다. 3. 제3기에서는 세동맥의 가늘어짐과 동맥 경화 현상이 지속되며, 망막부종, 출혈, 그리고 면화반이 동반됩니다. 4. 제4기는 악성 고혈압으로 분류되며, 제3기의 소견에 더해 유두부종이 나타납니다.",세동맥 가늘어짐|망막부종|출혈|면화반|유두부종,고혈압성 망막병증|동맥 경화|고혈압,cid_21517_1.json
1,"1. 고혈압 초기에는 혈관의 긴장도가 증가하여 망막의 동맥이 전반적으로 가늘어지는 현상이 관찰됩니다. 2. 확장기 혈압이 110mmHg 이상으로 높은 경우, 망막 동맥이 부분적으로 가늘어지는 소견이 나타날 수 있습니다. 3. 혈압이 지속적으로 높게 유지되면 망막 세동맥경화가 발생하며, 이는 고혈압의 지속 기간과 심각도에 비례하여 진행됩니다. 4. 망막에서 출혈이 발생하거나 점모양의 삼출물이 관찰될 수 있습니다. 5. 후극부에 황반별(macular star)이 나타나는 경우, 이는 모세혈관의 심각한 손상을 의미하며, 망막부종의 중요한 지표로 간주됩니다.",망막의 동맥이 가늘어지는 현상|망막에서 출혈|망막부종,고혈압|세동맥경화|황반별(macular star),cid_21518_1.json
1,"1. 황반부종은 비정상적인 혈관에서 누출이 발생하여 황반 부위의 망막이 두꺼워지고, 삼출물이 동반되는 상태를 말합니다. 2. 이 상태는 비증식성 당뇨망막병증과 증식성 당뇨망막병증 모두에서 발생할 수 있습니다. 3. 당뇨망막병증으로 인해 시력을 잃게 되는 주요 원인 중 하나로, 당뇨병에 의한 모세혈관 합병증의 일환으로 나타납니다. 4. 당뇨병을 10년 이상 앓고 있는 환자의 약 20-40%에서 당뇨황반부종이 동반될 수 있습니다. 5. 당뇨황반부종은 망막 혈관의 투과성이 증가하고 미세동맥류가 형성되면서 발생합니다. 6. 혈장 단백질과 지질 성분이 망막 조직 내로 누출되면서 황반부에 축적됩니다. 7. 황반부는 시력에 가장 중요한 역할을 하는 망막의 중심부로, 이 부위에 부종이 생기면 망막 두께가 증가하고 신경 연결이 손상됩니다. 8. 이러한 과정은 결국 시력 저하로 이어지게 됩니다.",시력 저하|황반부종,당뇨망막병증|당뇨황반부종,cid_21519_1.json
1,당뇨황반부종은 중심 시력의 저하를 유발할 수 있습니다. 환자는 사물이 휘어져 보이는 변형시 증상을 경험할 수 있습니다. 그러나 초기 단계에서는 특별한 자각 증상이 없는 경우가 많습니다.,사물이 휘어져 보이는 변형시 증상,당뇨황반부종,cid_21521_1.json
1,"1. 당뇨황반부종은 망막 중심오목에 가까운 위치에 있거나 크기가 큰 경우 임상적으로 의미 있는 상태로 간주됩니다. 2. 진단을 위해 기본적으로 안저검사를 시행하며, 빛간섭단층촬영(OCT)을 통해 두꺼워진 망막을 확인합니다. 3. 형광안저촬영을 통해서는 누출 부위와 그 유형을 구체적으로 파악할 수 있습니다.",,당뇨황반부종,cid_21523_1.json
1,"당뇨황반부종(Diabetic macular edema)의 치료에 사용되는 Anti-VEGF 약물에는 다음과 같은 종류가 있습니다. 1. 페가프타닙(Pegaptanib, 상품명: Macugen)은 선택적으로 VEGF(혈관내피세포성장인자)의 특정 이소폼을 억제하는 약물입니다. 2. 라니비주맙(Ranibizumab, 상품명: Lucentis)은 VEGF-A를 표적으로 하여 혈관 신생과 혈관 투과성을 억제하는 단클론 항체 조각입니다. 3. 베바시주맙(Bevacizumab, 상품명: Avastin)은 VEGF를 억제하여 혈관 신생을 차단하는 전장 단클론 항체로, 원래는 암 치료제로 개발되었으나 안과 질환에도 사용됩니다.",,당뇨황반부종|녹내장|백내장,cid_21524_1.json
1,"VEGF는 여러 가지 이소폼(isoform)을 가지지만, 모두 단일 유전자(single gene)에서 유래합니다. VEGF165는 병리학적으로 중요한 형태로 간주됩니다. VEGF의 주요 기능은 신생혈관 형성을 유도하고 혈관 투과성을 증가시키는 것입니다. 베바시주맙(bevacizumab)은 VEGF의 모든 이소폼에 작용하여 적용 범위가 넓지만, 그에 따라 위험성도 높습니다.",,베바시주맙,cid_21525_1.json
1,"1. 당뇨황반부종에서 국소적인 혈관 누출이 있는 경우, 직접 레이저광응고술을 시행합니다. 2. 미만성 혈관 누출이 있는 경우, 망막중심오목과 그 주변부를 제외한 황반부 전체에 격자 모양의 레이저광응고술을 시행합니다. 3. 안구 내 항체주사(Anti-VEGF)는 망막조직을 파괴하지 않으면서 혈관 누출을 억제하는 치료법으로, 약제의 작용 기간을 고려하여 반복적으로 안내주사를 시행합니다. 사용되는 약제로는 루센티스(Lucentis), 아바스틴(Avastin), 아일리아(Eylea)가 있습니다. 4. 항체주사로 치료 효과가 낮을 경우, 안구 내 스테로이드 주사를 고려할 수 있습니다. 이때 사용되는 약제로는 Dexamethasone implant (Ozurdex)와 Triamcinolone이 있습니다. 5. 레이저광응고술은 망막의 미세동맥류 부위에 국소적으로 시행됩니다. 6. 구조적인 망막질환, 예를 들어 망막전막이나 유리체황반견인 등이 동반된 경우에는 수술적 치료가 필요합니다.",혈관 누출|미세동맥류|동맥류,당뇨황반부종|망막전막|유리체황반견인|백내장,cid_21526_1.json
1,1. 신생혈관녹내장은 망막의 허혈 상태로 인해 발생합니다. 2. 망막의 허혈은 신생혈관인자의 분비를 촉진시킵니다. 3. 이러한 신생혈관인자는 홍채에서 신생혈관의 형성을 유도합니다.,,신생혈관녹내장|망막 허혈,cid_21527_1.json
1,"망막질환은 눈의 망막에 발생하는 다양한 질환을 의미합니다. 망막은 눈의 뒤쪽에 위치한 얇은 신경조직으로, 빛을 감지하고 이를 신경 신호로 변환하여 뇌로 전달하는 역할을 합니다. 망막질환은 시력 저하, 시야 손실, 심한 경우 실명까지 초래할 수 있는 심각한 상태를 포함합니다. 대표적인 망막질환으로는 황반변성, 당뇨망막병증, 망막박리, 망막정맥폐쇄 등이 있습니다. 각 질환은 원인, 증상, 치료 방법이 다르며, 조기 진단과 적절한 치료가 매우 중요합니다.",시력 저하|시야 손실,황반변성|당뇨망막병증|망막박리|망막정맥폐쇄,cid_21528_1.json
1,"원뿔세포는 밝은 빛을 감지하는 역할을 하며, 색과 형태를 인지하는 데 중요한 기능을 합니다. 이 세포는 주로 망막의 중심부에 분포하며, 약 460만 개 정도 존재합니다. 원뿔세포는 세포막과 밀접하게 붙어 있는 구조를 가지고 있습니다. 이 세포에서 사용되는 시물질은 아이오돕신(iodopsin)으로, 빛에 의해 레티날(retinal)과 포톱신(photopsin)으로 분해됩니다.",,,cid_21530_1.json
1,"막대세포는 어두운 환경에서 빛을 감지하는 역할을 하며, 주로 명암을 구별하는 데 관여합니다. 이 세포는 망막의 주변부에 주로 분포하며, 약 9,200만 개 정도 존재합니다. 막대세포는 기저부를 제외한 나머지 부분이 세포막으로부터 떨어져 있는 구조를 가지고 있습니다. 막대세포에서 빛을 감지하는 데 사용되는 시물질은 로돕신(rhodopsin)입니다. 로돕신은 비타민 A의 알데히드 형태인 레티날(retinal)과 단백질인 옵신(opsin)이 결합하여 형성된 물질입니다.",,,cid_21532_1.json
1,"1. 뮬러세포는 망막 전역에 분포하며, 망막에서 가장 큰 세포로 알려져 있습니다. 이 세포의 핵은 내과립층에 위치하며, 세포체는 외경계막에서 내경계막까지 길게 분포합니다. 뮬러세포는 망막의 구조적 지지와 대사 과정에 관여하며, ERG의 b파 형성, GABA 흡수, 신경세포 발달, 절연, 빛의 전달 및 집속에 중요한 역할을 합니다. 2. 소교세포는 망막세포에 변성이 발생할 경우 세포 형태가 변하며, 이 과정에서 탐식작용을 수행합니다. 3. 성상세포는 주로 유두 중심부와 후극부에 많이 분포합니다. 이 세포는 혈관 내피에 생화학적 지원을 제공하며, 신경계에 영양을 공급하고 세포외 환경의 균형을 유지합니다. 또한, 손상받은 조직의 복구와 흉터 조직 형성에도 관여합니다. 4. 희돌기교세포는 유수신경이 존재하는 경우에 관여하며, 선천적 이상과 관련이 있을 수 있습니다.",,녹내장|당뇨병성 망종증|백내장,cid_21533_1.json
1,"나이관련 황반변성(Age-Related Macular Degeneration, ARMD)은 망막의 중심부에 위치한 황반(macula)이 손상되어 시력 저하를 유발하는 질환입니다. 이 질환은 주로 노화와 관련이 있으며, 50세 이상의 연령층에서 발생 빈도가 높습니다. 황반은 시력의 선명도와 색상 인식을 담당하는 중요한 부위로, 이 부위가 손상되면 중심 시야가 흐려지거나 왜곡될 수 있습니다. ARMD는 크게 건성(dry)과 습성(wet) 두 가지 형태로 나뉘며, 건성 형태는 황반 부위의 점진적인 위축과 드루젠(drusen)이라는 노폐물 축적이 특징적입니다. 습성 형태는 비정상적인 신생혈관이 황반 부위에 형성되어 출혈이나 부종을 유발하며, 건성 형태보다 진행 속도가 빠르고 시력 손상이 심각할 수 있습니다. 이 질환의 주요 위험 요인으로는 고령, 흡연, 유전적 요인, 고혈압, 비만, 그리고 자외선 노출 등이 포함됩니다. ARMD의 진단은 안과 검사를 통해 이루어지며, 안저검사, 광간섭단층촬영(OCT), 형광안저조영술(FA) 등이 사용됩니다. 치료는 질환의 형태와 진행 정도에 따라 달라지며, 건성 ARMD의 경우 항산화제와 아연 보충제를 통한 진행 억제가 권장됩니다. 습성 ARMD의 경우 항혈관내피성장인자(VEGF) 주사 치료가 주로 사용되며, 필요에 따라 레이저 치료나 광역학 치료가 병행될 수 있습니다. 조기 발견과 적절한 치료가 시력 손실을 최소화하는 데 중요하며, 정기적인 안과 검진이 권장됩니다.",시력 저하|중심 시야 흐려지거나 왜곡,황반변성|녹내장|당뇨병성 망종증|백내장|황반변성,cid_21534_1.json
1,"나이관련 황반변성은 노인 실명의 주요 원인 중 하나로, 망막, 망막색소상피층, 브루크막, 맥락막 등에서 다양한 정도의 위축과 변성이 나타나는 질환입니다. 질환이 진행되면 맥락막 혈관신생이 동반되는 삼출성 나이관련 황반변성이 발생할 수 있습니다. 이 경우 신생혈관이 형성되면서 색소상피박리, 장액망막박리, 망막밑 출혈이 나타나며, 이는 심각한 시력장애를 초래할 수 있습니다. 비삼출성(건성) 나이관련 황반변성은 전체 환자의 약 90%를 차지하며, 노화로 인해 발생한 노폐물인 드루젠이 망막에 침착됩니다. 이로 인해 황반부의 시세포가 서서히 위축되지만, 일반적으로 심각한 시력저하를 유발하지는 않습니다. 그러나 일부 환자에서는 삼출성(습성) 형태로 진행될 가능성이 있습니다. 삼출성(습성) 나이관련 황반변성은 나머지 약 10%의 환자에서 발생하며, 노화로 인해 조직 내 산소가 부족해지면서 혈관생성을 촉진하는 인자가 분비됩니다. 이로 인해 새로운 혈관이 증식하고, 황반부종과 망막 출혈이 발생하여 갑작스러운 시력저하를 유발합니다.",시력 저하|황반부종|망막 출혈|시세포 위축|갑작스러운 시력 저하,나이관련 황반변성|색소상피박리|장액망막박리|망막밑 출혈,cid_21535_1.json
1,"나이관련 황반변성은 크게 두 가지로 분류됩니다. 첫 번째는 비삼출성 형태로, 건성 또는 위축성이라고도 불리며, 전체 환자의 약 85%를 차지합니다. 이 경우 황반 부위에 변성만 존재하며, 삼출성 변화는 나타나지 않습니다. 두 번째는 삼출성 형태로, 습성이라고도 불리며, 약 15%의 환자에서 발생합니다. 이 형태에서는 맥락막 혈관신생이 동반되며, 이로 인해 삼출성 변화가 나타납니다. 나이관련 황반변성으로 인해 발생하는 시력 장애는 주로 중심시력 감소로 나타납니다. 환자는 시력 저하를 경험하며, 물체가 왜곡되어 보이는 변형시증이 나타날 수 있습니다. 또한, 새로운 암점이 발생하여 시야에 어두운 부분이 생길 수 있습니다.",시력 장애|중심시력 감소|변형시증|시야에 어두운 부분이 생길 수 있음|시력 저하,나이관련 황반변성|변형시증,cid_21537_1.json
